FLIR_ID_Year,FLIR_ID,site,date,year,time,survey_time,photo_type,determined_usage,water,air_temperature_c,humidity,microhabitat_type,distance_from_object_m,meter_marker,marker_number,direction,record_id,latitude.x,longitude.x,latitude.y,longitude.y,observer,FLIR_ID_Date,Notes
FLIR0733_2023,FLIR0733,RV Pond,9/16/23,4518,23:05,Night,transect,no image,no image,15.1,82.1,NA,1.29,0,NA,East,8a3d1c57-f1a1-4c31-847f-a511273fb46a,41.6918362,-80.5010829,41.69193854,-80.50115827,Rachel Verdi,FLIR0733_2023-09,
FLIR0739_2023,FLIR0739,RV Pond,9/16/23,4518,23:05,Night,transect,no image,no image,15.1,82.1,NA,1.42,0,NA,West,8a3d1c57-f1a1-4c31-847f-a511273fb46a,41.69184155,-80.50108877,41.69193854,-80.50115827,Rachel Verdi,FLIR0739_2023-09,
FLIR1913_2023,FLIR1913,Wood Lab Pond,7/3/23,4511,22:23,Night,transect,good,n,21.1,88.7,NA,1.54,10,NA,North,16411281-85e1-4643-9fca-86c123aa4c91,41.56825379,-80.45152959,41.56821749,-80.45142919,Rachel Verdi,FLIR1913_2023-07,
FLIR1915_2023,FLIR1915,Wood Lab Pond,7/3/23,4511,22:24,Night,transect,good,y,21.1,88.7,NA,1.55,10,NA,South,16411281-85e1-4643-9fca-86c123aa4c91,41.5682455,-80.45149917,41.56821749,-80.45142919,Rachel Verdi,FLIR1915_2023-07,
FLIR1917_2023,FLIR1917,Wood Lab Pond,7/3/23,4511,22:24,Night,transect,good,n,21.1,88.7,NA,1.49,10,NA,East,16411281-85e1-4643-9fca-86c123aa4c91,41.56828005,-80.45148534,41.56821749,-80.45142919,Rachel Verdi,FLIR1917_2023-07,
FLIR1919_2023,FLIR1919,Wood Lab Pond,7/3/23,4511,22:24,Night,transect,good,n,21.1,88.7,NA,1.46,10,NA,West,16411281-85e1-4643-9fca-86c123aa4c91,41.56827418,-80.45149164,41.56821749,-80.45142919,Rachel Verdi,FLIR1919_2023-07,
FLIR1921_2023,FLIR1921,Wood Lab Pond,7/3/23,4511,22:24,Night,transect,good,n,21.1,88.7,NA,1.51,8,NA,North,16411281-85e1-4643-9fca-86c123aa4c91,41.56825726,-80.45150831,41.56821749,-80.45142919,Rachel Verdi,FLIR1921_2023-07,
FLIR1823_2023,FLIR1823,Wood Lab Pond,7/3/23,4511,22:25,Night,transect,good,n,21.1,88.7,NA,1.53,8,NA,South,16411281-85e1-4643-9fca-86c123aa4c91,41.56827114,-80.45151813,41.56821749,-80.45142919,Rachel Verdi,FLIR1823_2023-07,
FLIR1925_2023,FLIR1925,Wood Lab Pond,7/3/23,4511,22:25,Night,transect,good,y,21.1,88.7,NA,1.47,8,NA,East,16411281-85e1-4643-9fca-86c123aa4c91,41.56828232,-80.4515267,41.56821749,-80.45142919,Rachel Verdi,FLIR1925_2023-07,
FLIR1927_2023,FLIR1927,Wood Lab Pond,7/3/23,4511,22:26,Night,transect,good,y,21.1,88.7,NA,1.46,8,NA,West,16411281-85e1-4643-9fca-86c123aa4c91,41.56828492,-80.45154166,41.56821749,-80.45142919,Rachel Verdi,FLIR1927_2023-07,
FLIR1929_2023,FLIR1929,Wood Lab Pond,7/3/23,4511,22:26,Night,transect,good,n,21.1,88.7,NA,1.57,6,NA,North,16411281-85e1-4643-9fca-86c123aa4c91,41.56826705,-80.45144982,41.56821749,-80.45142919,Rachel Verdi,FLIR1929_2023-07,
FLIR1931_2023,FLIR1931,Wood Lab Pond,7/3/23,4511,22:26,Night,transect,good,y,21.1,88.7,NA,1.53,6,NA,South,16411281-85e1-4643-9fca-86c123aa4c91,41.56826924,-80.45152228,41.56821749,-80.45142919,Rachel Verdi,FLIR1931_2023-07,
FLIR1933_2023,FLIR1933,Wood Lab Pond,7/3/23,4511,22:27,Night,transect,good,y,21.1,88.7,NA,1.55,6,NA,East,16411281-85e1-4643-9fca-86c123aa4c91,41.56823978,-80.45152937,41.56821749,-80.45142919,Rachel Verdi,FLIR1933_2023-07,
FLIR1935_2023,FLIR1935,Wood Lab Pond,7/3/23,4511,22:27,Night,transect,good,y,21.1,88.7,NA,1.52,6,NA,West,16411281-85e1-4643-9fca-86c123aa4c91,41.56823782,-80.45153853,41.56821749,-80.45142919,Rachel Verdi,FLIR1935_2023-07,
FLIR1939_2023,FLIR1939,Wood Lab Pond,7/3/23,4511,22:28,Night,transect,good,n,21.1,88.7,NA,1.35,4,NA,North,16411281-85e1-4643-9fca-86c123aa4c91,41.5682307,-80.45146605,41.56821749,-80.45142919,Rachel Verdi,FLIR1939_2023-07,
FLIR1941_2023,FLIR1941,Wood Lab Pond,7/3/23,4511,22:29,Night,transect,good,y,21.1,88.7,NA,1.48,4,NA,South,16411281-85e1-4643-9fca-86c123aa4c91,41.56821993,-80.45150624,41.56821749,-80.45142919,Rachel Verdi,FLIR1941_2023-07,
FLIR1943_2023,FLIR1943,Wood Lab Pond,7/3/23,4511,22:29,Night,transect,good,y,21.1,88.7,NA,1.49,4,NA,East,16411281-85e1-4643-9fca-86c123aa4c91,41.56821376,-80.45152849,41.56821749,-80.45142919,Rachel Verdi,FLIR1943_2023-07,
FLIR1945_2023,FLIR1945,Wood Lab Pond,7/3/23,4511,22:30,Night,transect,good,y,21.1,88.7,NA,1.52,4,NA,West,16411281-85e1-4643-9fca-86c123aa4c91,41.56822369,-80.45156873,41.56821749,-80.45142919,Rachel Verdi,FLIR1945_2023-07,
FLIR1947_2023,FLIR1947,Wood Lab Pond,7/3/23,4511,22:30,Night,transect,good,n,21.1,88.7,NA,1.52,2,NA,North,16411281-85e1-4643-9fca-86c123aa4c91,41.56820302,-80.45155847,41.56821749,-80.45142919,Rachel Verdi,FLIR1947_2023-07,
FLIR1949_2023,FLIR1949,Wood Lab Pond,7/3/23,4511,22:31,Night,transect,good,y,21.1,88.7,NA,1.52,2,NA,South,16411281-85e1-4643-9fca-86c123aa4c91,41.56823316,-80.45164749,41.56821749,-80.45142919,Rachel Verdi,FLIR1949_2023-07,
FLIR1951_2023,FLIR1951,Wood Lab Pond,7/3/23,4511,22:32,Night,transect,good,y,21.1,88.7,NA,1.46,2,NA,East,16411281-85e1-4643-9fca-86c123aa4c91,41.56822911,-80.45163178,41.56821749,-80.45142919,Rachel Verdi,FLIR1951_2023-07,
FLIR1953_2023,FLIR1953,Wood Lab Pond,7/3/23,4511,22:32,Night,transect,good,y,21.1,88.7,NA,1.49,2,NA,West,16411281-85e1-4643-9fca-86c123aa4c91,41.56821817,-80.45161473,41.56821749,-80.45142919,Rachel Verdi,FLIR1953_2023-07,
FLIR1955_2023,FLIR1955,Wood Lab Pond,7/3/23,4511,22:32,Night,transect,good,y,21.1,88.7,NA,1.48,0,NA,North,16411281-85e1-4643-9fca-86c123aa4c91,41.56821878,-80.45160638,41.56821749,-80.45142919,Rachel Verdi,FLIR1955_2023-07,
FLIR1957_2023,FLIR1957,Wood Lab Pond,7/3/23,4511,22:33,Night,transect,good,y,21.1,88.7,NA,1.51,0,NA,South,16411281-85e1-4643-9fca-86c123aa4c91,41.5682378,-80.45163053,41.56821749,-80.45142919,Rachel Verdi,FLIR1957_2023-07,
FLIR1959_2023,FLIR1959,Wood Lab Pond,7/3/23,4511,22:33,Night,transect,good,y,21.1,88.7,NA,1.52,0,NA,East,16411281-85e1-4643-9fca-86c123aa4c91,41.56824999,-80.45162848,41.56821749,-80.45142919,Rachel Verdi,FLIR1959_2023-07,
FLIR1961_2023,FLIR1961,Wood Lab Pond,7/3/23,4511,22:34,Night,transect,good,y,21.1,88.7,NA,1.49,0,NA,West,16411281-85e1-4643-9fca-86c123aa4c91,41.56824985,-80.4516301,41.56821749,-80.45142919,Rachel Verdi,FLIR1961_2023-07,
FLIR1857_2023,FLIR1857,RV Pond,6/28/23,4510,21:35,Night,transect,good,y,15.6,89.9,NA,1.5,10,NA,North,8f16c913-9286-48fb-ae36-32effbc652ab,41.69187617,-80.5010083,41.69106753,-80.49971692,Rachel Verdi,FLIR1857_2023-06,
FLIR1859_2023,FLIR1859,RV Pond,6/28/23,4510,21:36,Night,transect,bad,NA,15.6,89.9,NA,1.52,10,NA,South,8f16c913-9286-48fb-ae36-32effbc652ab,41.6919015,-80.50100724,41.69106753,-80.49971692,Rachel Verdi,FLIR1859_2023-06,
FLIR1861_2023,FLIR1861,RV Pond,6/28/23,4510,21:37,Night,transect,good,n,15.6,89.9,NA,1.48,10,NA,East,8f16c913-9286-48fb-ae36-32effbc652ab,41.69188457,-80.50101025,41.69106753,-80.49971692,Rachel Verdi,FLIR1861_2023-06,
FLIR1863_2023,FLIR1863,RV Pond,6/28/23,4510,21:37,Night,transect,bad,NA,15.6,89.9,NA,1.5,10,NA,West,8f16c913-9286-48fb-ae36-32effbc652ab,41.69188449,-80.50097614,41.69106753,-80.49971692,Rachel Verdi,FLIR1863_2023-06,
FLIR1865_2023,FLIR1865,RV Pond,6/28/23,4510,21:38,Night,transect,bad,NA,15.6,89.9,NA,1.42,8,NA,North,8f16c913-9286-48fb-ae36-32effbc652ab,41.69187164,-80.50099578,41.69106753,-80.49971692,Rachel Verdi,FLIR1865_2023-06,
FLIR1867_2023,FLIR1867,RV Pond,6/28/23,4510,21:39,Night,transect,good,n,15.6,89.9,NA,1.7,8,NA,South,8f16c913-9286-48fb-ae36-32effbc652ab,41.69191055,-80.50100958,41.69106753,-80.49971692,Rachel Verdi,FLIR1867_2023-06,
FLIR1869_2023,FLIR1869,RV Pond,6/28/23,4510,21:39,Night,transect,bad,NA,15.6,89.9,NA,1.54,8,NA,East,8f16c913-9286-48fb-ae36-32effbc652ab,41.69190402,-80.50099517,41.69106753,-80.49971692,Rachel Verdi,FLIR1869_2023-06,
FLIR1871_2023,FLIR1871,RV Pond,6/28/23,4510,21:40,Night,transect,bad,NA,15.6,89.9,NA,1.49,8,NA,West,8f16c913-9286-48fb-ae36-32effbc652ab,41.6919072,-80.50100866,41.69106753,-80.49971692,Rachel Verdi,FLIR1871_2023-06,
FLIR1873_2023,FLIR1873,RV Pond,6/28/23,4510,21:41,Night,transect,good,n,15.6,89.9,NA,1.45,6,NA,North,8f16c913-9286-48fb-ae36-32effbc652ab,41.69190322,-80.50102253,41.69106753,-80.49971692,Rachel Verdi,FLIR1873_2023-06,
FLIR1875_2023,FLIR1875,RV Pond,6/28/23,4510,21:41,Night,transect,bad,NA,15.6,89.9,NA,1.53,6,NA,South,8f16c913-9286-48fb-ae36-32effbc652ab,41.69187924,-80.5010444,41.69106753,-80.49971692,Rachel Verdi,FLIR1875_2023-06,
FLIR1877_2023,FLIR1877,RV Pond,6/28/23,4510,21:41,Night,transect,bad,NA,15.6,89.9,NA,1.51,6,NA,East,8f16c913-9286-48fb-ae36-32effbc652ab,41.69187896,-80.50103164,41.69106753,-80.49971692,Rachel Verdi,FLIR1877_2023-06,
FLIR1879_2023,FLIR1879,RV Pond,6/28/23,4510,21:42,Night,transect,good,n,15.6,89.9,NA,1.52,6,NA,West,8f16c913-9286-48fb-ae36-32effbc652ab,41.69188321,-80.50104239,41.69106753,-80.49971692,Rachel Verdi,FLIR1879_2023-06,
FLIR1881_2023,FLIR1881,RV Pond,6/28/23,4510,21:42,Night,transect,good,y,15.6,89.9,NA,1.38,4,NA,North,8f16c913-9286-48fb-ae36-32effbc652ab,41.69189061,-80.5010398,41.69106753,-80.49971692,Rachel Verdi,FLIR1881_2023-06,
FLIR1883_2023,FLIR1883,RV Pond,6/28/23,4510,21:43,Night,transect,good,y,15.6,89.9,NA,1.54,4,NA,South,8f16c913-9286-48fb-ae36-32effbc652ab,41.69189434,-80.50102735,41.69106753,-80.49971692,Rachel Verdi,FLIR1883_2023-06,
FLIR1885_2023,FLIR1885,RV Pond,6/28/23,4510,21:43,Night,transect,good,y,15.6,89.9,NA,1.5,4,NA,East,8f16c913-9286-48fb-ae36-32effbc652ab,41.6918871,-80.5010343,41.69106753,-80.49971692,Rachel Verdi,FLIR1885_2023-06,
FLIR1887_2023,FLIR1887,RV Pond,6/28/23,4510,21:43,Night,transect,good,y,15.6,89.9,NA,1.41,4,NA,West,8f16c913-9286-48fb-ae36-32effbc652ab,41.69190029,-80.50101455,41.69106753,-80.49971692,Rachel Verdi,FLIR1887_2023-06,
FLIR1889_2023,FLIR1889,RV Pond,6/28/23,4510,21:43,Night,transect,good,y,15.6,89.9,NA,1.55,2,NA,North,8f16c913-9286-48fb-ae36-32effbc652ab,41.6919019,-80.50100864,41.69106753,-80.49971692,Rachel Verdi,FLIR1889_2023-06,
FLIR1891_2023,FLIR1891,RV Pond,6/28/23,4510,21:44,Night,transect,good,y,15.6,89.9,NA,1.53,2,NA,South,8f16c913-9286-48fb-ae36-32effbc652ab,41.69187673,-80.50101228,41.69106753,-80.49971692,Rachel Verdi,FLIR1891_2023-06,
FLIR1893_2023,FLIR1893,RV Pond,6/28/23,4510,21:45,Night,transect,good,y,15.6,89.9,NA,1.51,2,NA,East,8f16c913-9286-48fb-ae36-32effbc652ab,41.69188363,-80.50103201,41.69106753,-80.49971692,Rachel Verdi,FLIR1893_2023-06,
FLIR1895_2023,FLIR1895,RV Pond,6/28/23,4510,21:45,Night,transect,good,y,15.6,89.9,NA,1.48,2,NA,West,8f16c913-9286-48fb-ae36-32effbc652ab,41.69186927,-80.50101416,41.69106753,-80.49971692,Rachel Verdi,FLIR1895_2023-06,
FLIR1897_2023,FLIR1897,RV Pond,6/28/23,4510,21:45,Night,transect,good,y,15.6,89.9,NA,1.53,0,NA,North,8f16c913-9286-48fb-ae36-32effbc652ab,41.69189006,-80.50102895,41.69106753,-80.49971692,Rachel Verdi,FLIR1897_2023-06,
FLIR1899_2023,FLIR1899,RV Pond,6/28/23,4510,21:46,Night,transect,good,y,15.6,89.9,NA,1.48,0,NA,South,8f16c913-9286-48fb-ae36-32effbc652ab,41.69188855,-80.50102356,41.69106753,-80.49971692,Rachel Verdi,FLIR1899_2023-06,
FLIR1901_2023,FLIR1901,RV Pond,6/28/23,4510,21:46,Night,transect,good,y,15.6,89.9,NA,1.5,0,NA,East,8f16c913-9286-48fb-ae36-32effbc652ab,41.69188493,-80.50102422,41.69106753,-80.49971692,Rachel Verdi,FLIR1901_2023-06,
FLIR1903_2023,FLIR1903,RV Pond,6/28/23,4510,21:47,Night,transect,good,y,15.6,89.9,NA,1.57,0,NA,West,8f16c913-9286-48fb-ae36-32effbc652ab,41.6918844,-80.50102781,41.69106753,-80.49971692,Rachel Verdi,FLIR1903_2023-06,
FLIR1975_2023,FLIR1975,Tryon-Weber,7/10/23,4511,22:01,Night,transect,good,y,22.4,70.2,NA,1.51,10,NA,North,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59241602,-80.35692169,41.59239814,-80.35676953,Rachel Verdi,FLIR1975_2023-07,
FLIR1977_2023,FLIR1977,Tryon-Weber,7/10/23,4511,22:02,Night,transect,good,y,22.4,70.2,NA,1.45,10,NA,South,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59241158,-80.35697071,41.59239814,-80.35676953,Rachel Verdi,FLIR1977_2023-07,
FLIR1979_2023,FLIR1979,Tryon-Weber,7/10/23,4511,22:03,Night,transect,good,y,22.4,70.2,NA,1.5,10,NA,East,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59239063,-80.35693394,41.59239814,-80.35676953,Rachel Verdi,FLIR1979_2023-07,
FLIR1981_2023,FLIR1981,Tryon-Weber,7/10/23,4511,22:04,Night,transect,good,y,22.4,70.2,NA,1.48,10,NA,West,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59250387,-80.35689032,41.59239814,-80.35676953,Rachel Verdi,FLIR1981_2023-07,
FLIR1983_2023,FLIR1983,Tryon-Weber,7/10/23,4511,22:04,Night,transect,good,y,22.4,70.2,NA,1.5,8,NA,North,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59244662,-80.35690381,41.59239814,-80.35676953,Rachel Verdi,FLIR1983_2023-07,
FLIR1985_2023,FLIR1985,Tryon-Weber,7/10/23,4511,22:05,Night,transect,good,y,22.4,70.2,NA,1.46,8,NA,South,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59241466,-80.3568213,41.59239814,-80.35676953,Rachel Verdi,FLIR1985_2023-07,
FLIR1987_2023,FLIR1987,Tryon-Weber,7/10/23,4511,22:05,Night,transect,good,y,22.4,70.2,NA,1.48,8,NA,East,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59242684,-80.35688356,41.59239814,-80.35676953,Rachel Verdi,FLIR1987_2023-07,
FLIR1989_2023,FLIR1989,Tryon-Weber,7/10/23,4511,22:05,Night,transect,good,y,22.4,70.2,NA,1.5,8,NA,West,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59236926,-80.35687542,41.59239814,-80.35676953,Rachel Verdi,FLIR1989_2023-07,
FLIR1991_2023,FLIR1991,Tryon-Weber,7/10/23,4511,22:06,Night,transect,good,y,22.4,70.2,NA,1.49,6,NA,North,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59236362,-80.35688821,41.59239814,-80.35676953,Rachel Verdi,FLIR1991_2023-07,
FLIR1993_2023,FLIR1993,Tryon-Weber,7/10/23,4511,22:06,Night,transect,good,y,22.4,70.2,NA,1.4,6,NA,South,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59231164,-80.35682796,41.59239814,-80.35676953,Rachel Verdi,FLIR1993_2023-07,
FLIR1995_2023,FLIR1995,Tryon-Weber,7/10/23,4511,22:06,Night,transect,good,y,22.4,70.2,NA,1.56,6,NA,East,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59229384,-80.35687528,41.59239814,-80.35676953,Rachel Verdi,FLIR1995_2023-07,
FLIR1997_2023,FLIR1997,Tryon-Weber,7/10/23,4511,22:07,Night,transect,good,y,22.4,70.2,NA,1.52,6,NA,West,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59227883,-80.35683125,41.59239814,-80.35676953,Rachel Verdi,FLIR1997_2023-07,
FLIR1999_2023,FLIR1999,Tryon-Weber,7/10/23,4511,22:07,Night,transect,good,y,22.4,70.2,NA,1.48,4,NA,North,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59228725,-80.35696967,41.59239814,-80.35676953,Rachel Verdi,FLIR1999_2023-07,
FLIR2001_2023,FLIR2001,Tryon-Weber,7/10/23,4511,22:08,Night,transect,good,y,22.4,70.2,NA,1.53,4,NA,South,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59234746,-80.35704335,41.59239814,-80.35676953,Rachel Verdi,FLIR2001_2023-07,
FLIR2003_2023,FLIR2003,Tryon-Weber,7/10/23,4511,22:08,Night,transect,good,y,22.4,70.2,NA,1.44,4,NA,East,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59227374,-80.35708632,41.59239814,-80.35676953,Rachel Verdi,FLIR2003_2023-07,
FLIR2005_2023,FLIR2005,Tryon-Weber,7/10/23,4511,22:08,Night,transect,good,y,22.4,70.2,NA,1.58,4,NA,West,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59234905,-80.35701078,41.59239814,-80.35676953,Rachel Verdi,FLIR2005_2023-07,
FLIR2007_2023,FLIR2007,Tryon-Weber,7/10/23,4511,22:08,Night,transect,good,y,22.4,70.2,NA,1.49,2,NA,North,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59229491,-80.35695771,41.59239814,-80.35676953,Rachel Verdi,FLIR2007_2023-07,
FLIR2009_2023,FLIR2009,Tryon-Weber,7/10/23,4511,22:09,Night,transect,good,n,22.4,70.2,NA,1.43,2,NA,South,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59225171,-80.35704409,41.59239814,-80.35676953,Rachel Verdi,FLIR2009_2023-07,
FLIR2011_2023,FLIR2011,Tryon-Weber,7/10/23,4511,22:09,Night,transect,good,y,22.4,70.2,NA,1.51,2,NA,East,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59232346,-80.3570562,41.59239814,-80.35676953,Rachel Verdi,FLIR2011_2023-07,
FLIR2013_2023,FLIR2013,Tryon-Weber,7/10/23,4511,22:09,Night,transect,good,n,22.4,70.2,NA,1.55,2,NA,West,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59236423,-80.35705888,41.59239814,-80.35676953,Rachel Verdi,FLIR2013_2023-07,
FLIR2015_2023,FLIR2015,Tryon-Weber,7/10/23,4511,22:09,Night,transect,good,n,22.4,70.2,NA,1.55,0,NA,North,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59237034,-80.3570149,41.59239814,-80.35676953,Rachel Verdi,FLIR2015_2023-07,
FLIR2017_2023,FLIR2017,Tryon-Weber,7/10/23,4511,22:10,Night,transect,good,y,22.4,70.2,NA,1.47,0,NA,South,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59237333,-80.35694685,41.59239814,-80.35676953,Rachel Verdi,FLIR2017_2023-07,
FLIR2019_2023,FLIR2019,Tryon-Weber,7/10/23,4511,22:10,Night,transect,good,y,22.4,70.2,NA,1.55,0,NA,East,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59228417,-80.35688137,41.59239814,-80.35676953,Rachel Verdi,FLIR2019_2023-07,
FLIR2021_2023,FLIR2021,Tryon-Weber,7/10/23,4511,22:10,Night,transect,good,y,22.4,70.2,NA,1.53,0,NA,West,fc07ed2d-aab9-41d0-9fec-5b062106f14f,41.59228609,-80.35682095,41.59239814,-80.35676953,Rachel Verdi,FLIR2021_2023-07,
FLIR1341_2023,FLIR1341,Phelps Pond,5/11/23,4505,20:42,Night,transect,good,n,21.6,66.5,NA,1.51,0,NA,North,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69109945,-80.51251886,41.69105157,-80.51245582,Myah Madril,FLIR1341_2023-05,
FLIR1343_2023,FLIR1343,Phelps Pond,5/11/23,4505,20:43,Night,transect,good,n,21.6,66.5,NA,1.53,0,NA,South,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69114877,-80.51254302,41.69105157,-80.51245582,Myah Madril,FLIR1343_2023-05,
FLIR1345_2023,FLIR1345,Phelps Pond,5/11/23,4505,20:44,Night,transect,good,n,21.6,66.5,NA,1.48,0,NA,West,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69110415,-80.51256762,41.69105157,-80.51245582,Myah Madril,FLIR1345_2023-05,
FLIR1347_2023,FLIR1347,Phelps Pond,5/11/23,4505,20:44,Night,transect,good,n,21.6,66.5,NA,1.48,0,NA,East,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69112784,-80.51261385,41.69105157,-80.51245582,Myah Madril,FLIR1347_2023-05,
FLIR1349_2023,FLIR1349,Phelps Pond,5/11/23,4505,20:45,Night,transect,good,n,21.6,66.5,NA,1.52,2,NA,North,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69110288,-80.51254364,41.69105157,-80.51245582,Myah Madril,FLIR1349_2023-05,
FLIR1351_2023,FLIR1351,Phelps Pond,5/11/23,4505,20:45,Night,transect,good,n,21.6,66.5,NA,1.49,2,NA,South,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69112771,-80.51260398,41.69105157,-80.51245582,Myah Madril,FLIR1351_2023-05,
FLIR1353_2023,FLIR1353,Phelps Pond,5/11/23,4505,20:46,Night,transect,good,n,21.6,66.5,NA,1.55,2,NA,West,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69108547,-80.51258713,41.69105157,-80.51245582,Myah Madril,FLIR1353_2023-05,
FLIR1355_2023,FLIR1355,Phelps Pond,5/11/23,4505,20:46,Night,transect,good,n,21.6,66.5,NA,1.5,2,NA,East,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69108459,-80.51258234,41.69105157,-80.51245582,Myah Madril,FLIR1355_2023-05,
FLIR1357_2023,FLIR1357,Phelps Pond,5/11/23,4505,20:46,Night,transect,good,n,21.6,66.5,NA,1.5,4,NA,North,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69106007,-80.51252884,41.69105157,-80.51245582,Myah Madril,FLIR1357_2023-05,
FLIR1359_2023,FLIR1359,Phelps Pond,5/11/23,4505,20:47,Night,transect,good,n,21.6,66.5,NA,1.5,4,NA,South,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.6911008,-80.51257607,41.69105157,-80.51245582,Myah Madril,FLIR1359_2023-05,
FLIR1361_2023,FLIR1361,Phelps Pond,5/11/23,4505,20:47,Night,transect,good,n,21.6,66.5,NA,1.54,4,NA,West,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69106567,-80.51256403,41.69105157,-80.51245582,Myah Madril,FLIR1361_2023-05,
FLIR1363_2023,FLIR1363,Phelps Pond,5/11/23,4505,20:48,Night,transect,good,n,21.6,66.5,NA,1.53,4,NA,East,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69105847,-80.51261345,41.69105157,-80.51245582,Myah Madril,FLIR1363_2023-05,
FLIR1365_2023,FLIR1365,Phelps Pond,5/11/23,4505,20:48,Night,transect,good,n,21.6,66.5,NA,1.49,6,NA,North,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69104848,-80.51258966,41.69105157,-80.51245582,Myah Madril,FLIR1365_2023-05,
FLIR1367_2023,FLIR1367,Phelps Pond,5/11/23,4505,20:48,Night,transect,good,n,21.6,66.5,NA,1.5,6,NA,South,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.6910734,-80.51261947,41.69105157,-80.51245582,Myah Madril,FLIR1367_2023-05,
FLIR1369_2023,FLIR1369,Phelps Pond,5/11/23,4505,20:49,Night,transect,good,n,21.6,66.5,NA,1.5,6,NA,East,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69108184,-80.5126344,41.69105157,-80.51245582,Myah Madril,FLIR1369_2023-05,
FLIR1371_2023,FLIR1371,Phelps Pond,5/11/23,4505,20:49,Night,transect,good,n,21.6,66.5,NA,1.46,6,NA,West,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.6911025,-80.51259592,41.69105157,-80.51245582,Myah Madril,FLIR1371_2023-05,
FLIR1375_2023,FLIR1375,Phelps Pond,5/11/23,4505,20:50,Night,transect,good,n,21.6,66.5,NA,1.49,8,NA,North,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69105807,-80.51266112,41.69105157,-80.51245582,Myah Madril,FLIR1375_2023-05,
FLIR1377_2023,FLIR1377,Phelps Pond,5/11/23,4505,20:50,Night,transect,good,n,21.6,66.5,NA,1.55,8,NA,South,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.6910478,-80.51265411,41.69105157,-80.51245582,Myah Madril,FLIR1377_2023-05,
FLIR1381_2023,FLIR1381,Phelps Pond,5/11/23,4505,20:51,Night,transect,good,n,21.6,66.5,NA,1.52,8,NA,East,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.6910224,-80.51266554,41.69105157,-80.51245582,Myah Madril,FLIR1381_2023-05,
FLIR1383_2023,FLIR1383,Phelps Pond,5/11/23,4505,20:51,Night,transect,good,n,21.6,66.5,NA,1.53,8,NA,West,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69107966,-80.51263284,41.69105157,-80.51245582,Myah Madril,FLIR1383_2023-05,
FLIR1385_2023,FLIR1385,Phelps Pond,5/11/23,4505,20:52,Night,transect,good,n,21.6,66.5,NA,1.5,10,NA,North,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69105088,-80.51261473,41.69105157,-80.51245582,Myah Madril,FLIR1385_2023-05,
FLIR1387_2023,FLIR1387,Phelps Pond,5/11/23,4505,20:52,Night,transect,good,n,21.6,66.5,NA,1.49,10,NA,South,9a9ee9cc-8a14-435f-ab6a-476f1f219204,41.69102622,-80.51262996,41.69105157,-80.51245582,Myah Madril,FLIR1387_2023-05,
